,Unnamed: 0,Sentence,Label,Dataset
5889,3373,... a . the best one of and sequel films of the year powerful,4,train
5251,5576,"and is story of disaster a a , holes of full Ringu completely lacking in chills .",0,train
4959,7736,'s Perhaps high SLC the command found Mitch writer-director Davis of wall even kitsch hard going .,1,train
5397,5597,"pyrotechnics the , Despite book Narc strictly by the . is",2,train
5043,6589,This romantic comedy asks the question . much souvlaki can how take before indigestion you in sets,1,train
4664,6148,The film 's maudlin woman on the her focus worst infirmity and young naive dreams play like of 's kind the Hollywood heart-string plucking .,1,train
5128,8015,"Talkiness is bad n't the , but dialogue the frequently misses mark necessarily .",1,train
4591,2650,dragons Great,3,train
5850,614,"A rich with of our times , very appropriate tale . means well minimum of an told",3,train
5209,433,"it Strip of all its excess debris , and you 'd have a 90-minute , four-star . movie",3,train
5233,4130,. Almost,2,train
4770,1758,"In a summer riveting clones ride Harvard Man is something relies rare of a on , that and wild more than special effects .",4,train
5907,4292,A not-so-Divine helping Secrets . Ya-Ya Sisterhood with the Re-Fried of of hefty Green Tomatoes a,1,train
4925,6298,"The 's movie ultimate it -- that to should be themselves -- is trite , but the screenwriter everyone director Michel Gondry the point and restate point of ridiculousness .",0,train
5870,171,tinseltown terrific the look . of star-making machinery at A insider,3,train
5438,6021,"It 's tough being a black man in you , the when America Man has taken your your car , away work-hours and especially denied health insurance .",2,train
5861,4067,"It 's nice to see Piscopo and again after these years are and Chaykin all . , priceless Headly",3,train
5367,6632,"Boll uses a lot of blurry cutting effect goose step-printing to quick things up , but sometimes dialogue and . inadequate performances kill the and dopey",0,train
5335,258,". engrossing A melodrama , slick",4,train
5845,1380,at to same wholesome . subversive Manages the be time and,3,train
4613,1984,"KOK members manage to cast The exactly as as think they might , thus giving the pronounce ample you to use that often opportunity term as possible .",2,train
4731,5002,"... a complete viewer of a movie good sloppy , or uneven a so damn unpleasant that I ca , believe any shambles n't young so old , would have , so time here .",0,train
5433,8418,dull . hypnotically ...,0,train
5050,1132,"is Guzm n a refuses to give Pinochet 's crimes frustratingly admirable context , his distance political . material While mostly from the",2,train
5551,7268,The problematic Shum and overly good foul twists characters up convenient 's plot intentions .,1,train
4777,2321,clear-eyed by exceptional performances take pathology fabulousness and a the economics of dealing and the on of ghetto Bolstered .,4,train
4750,5351,make series of immaculately composed Patch of shots Adams quietly freaking out a not A for much of does . movie,1,train
4715,4810,comedian a . better 's He actor standup than a,3,train
5843,3599,years China the most . action films to come out of exciting in recent One of,4,train
5108,3785,. to missing seems be But something,2,train
5051,5961,should The movie go for same theaters .,2,train
5544,7773,Disappointing John flick to other recent other movies ... for any war in comparison Woo or that matter .,1,train
4647,1760,"that into vent rhythms the the story has Charleston sizzle right old news Jolting has finally found the of , accurate",2,train
4965,6164,"Barely eternal for but save few seconds over its or manages running , your pique your interest , your imagination time to empathy seemingly anything , really , a your disgust and your indifference .",1,train
4885,4733,"Too ordinary to restore , to prominence Harmon despite some creepy the that evoke childish night terrors , than a audience attempt to generate and rather suspense gross out scenes praiseworthy .",2,train
4701,4879,The movie unfunny several back to the achingly keeps Phonce silly his . coming subplots and,1,train
5882,7690,"and , hilarious silly unintentionally Slow .",2,train
4785,6929,n't one of quite is of worst the year It the movies .,0,train
4559,6793,"Unless you come going to party film with a skateboard feel your arm in you 're the to under like you were n't invited to the , .",1,train
5227,7819,"Why , movies a crummy just wannabe-hip crime comedy that refers incessantly to a movies , when you could sit seek those through instead , let alone rent out old respectable new one",0,train
5130,8501,unbearably . ... lame,0,train
5600,4066,"Standing in documentary Shadows like Motown is brand-new best one of the , kind that makes much depleted yesterday feel very a of a the tomorrow .",4,train
5122,475,What makes limited movie work the . an admittedly -- extent -- is the commitment of two genuinely engaging performers to,2,train
5477,3591,"on you can If some through the slow spots acting you push be rewarded with 'll fine , .",3,train
5621,7140,"or plods along methodically dead somehow under communicating assumption is its '' , framework the from beyond the grave '' wife that even remotely new It interesting .",1,train
5370,3508,the quibbles point beside Grown-up are . here,2,train
4706,2951,Matches neorealism lives impact by showing who humanity filled 's war-torn a of with people the just want to live their land .,2,train
5811,2086,A documentary profoundly . but moving made modestly,4,train
5312,3275,"But the , for , the crackle robust lines . the impressive stagings of hardware and make acting some of nerve-raked scary entertainment ,",4,train
5302,4393,"Klein , saddest in comedies like charming of ever dead-on in Election , delivers one Pie the American action hero performances witnessed and .",1,train
5413,7997,. Spy-vs,2,train
5678,1952,great Mr. suitable '' requiring Deeds summer entertainment that offers escapism without '' is a deal of thought .,3,train
4742,7121,to than The no . a menace are society scriptwriters the film 's less characters,1,train
4503,7127,It makes me obvious hope . Abandon all say of a good who ye movie enter here the,0,train
5732,1358,"It 's Shaw a watching treat icon a British stage , , melting under heat the Phocion of 's attentions .",3,train
4824,3166,"A documentary . good , probably Waltz Last of best since The the one music",4,train
5207,1431,"comedy All is relationships , but this unrelenting subversive insistence on bleak opportunity of any out for finding meaning in opting or work just becomes sad .",0,train
5555,843,"It at damned and human and all really once wonderful , pretty 's funny .",3,train
5410,143,"By turns fanciful quixotic , engagingly grisly . and",3,train
5749,6754,"the all For complications . it 's all predictable surprisingly ,",2,train
5804,7270,"Has all the values a of straight-to-video cast a , because it has movie bigger-name but , it gets a full theatrical release .",1,train
5064,3592,"unusually even dry-eyed , maximum analytical for to material is that generally played approach An moisture .",3,train
5228,8109,never out problem with Christian ardently is storylines that these there is One any question of how things will turn key .,1,train
5152,4722,"will be will probably thing the adults eat up , most whole the kids way ahead of While plot .",2,train
5758,783,"There moments flaws , but also stretches characters impact and are of awe we 're wrapped up in why of , how they make their choices , and the .",3,train
4820,3277,"A small of gem a thought-provoking as defies is scary classification as movie that it is funny , and and sad .",3,train
4560,3044,", of bland , , highways Full parking lots some with , glimpses hotels nature and family warmth of Time Out is a discreet moan of despair about entrapment in the life of modern maze .",1,train
