,Sentence,Label,Dataset,trans_lang_choose,trans_lang,from_en,to_en
8318,"Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made , Showtime is nevertheless efficiently amusing for a good while .",3,train,tl,sk,"Ani najzábavnejšie film, ktorý Eddie Murphy, ani Robert De Niro sa niekedy robil, Showtime sa však efektívne bavia na pekne dlho.","Not even the funniest movie that Eddie Murphy or Robert De Niro has ever made, Showtime, however, effectively having fun on pretty long."
8319,An intimate contemplation of two marvelously messy lives .,3,train,co,kk,екі ғажайып лас өмірін жыныстық созерцание.,two amazing dirty sex life of contemplation.
8320,"The beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .",2,train,ug,iw,"מוסיקה היפה, יוצאת הדופן היא הסרט הזה ""s ראשי תיקו, אבל החולמניות שלה עשויה להרגיע אותך לישון.","Beautiful music, film extraordinary is that 's Main draw, but its dreamy might calm you down to sleep."
8321,"An entertaining , if ultimately minor , thriller .",3,train,my,el,"Ένα διασκεδαστικό, αν τελικά μικρές, θρίλερ.","A fun, if ultimately short, thriller."
8322,"One of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",2,train,ko,sw,"Moja ya zile zinazohusiana-on-ukweli hadithi humshawishi wewe, na kila eneo la tukio, kwamba inaweza kweli kamwe kutokea kwa njia hii.","One of the related-on-fact story entices you, and every scene, that could really never happen in this way."
8323,The film 's most improbable feat ?,1,train,kk,sm,O le ata tifaga 's faimeafītā sili ona ailoga?,The film 's feat best bet?
8324,Diane Lane works nothing short of a minor miracle in Unfaithful .,4,train,am,eu,Diane Lane funtzionatzen duen ezer txikiak Unfaithful ere miraria labur.,"Diane Lane in Unfaithful small works, nothing short of a miracle."
8325,"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",0,train,lb,az,"bir təcrübə Mr. Haneke bir az başqa ağız onun tamaşaçı qarşı öz sadistic tendensiyalar, bir bir bir turş dad qalıb ""və.","Mr. experience Haneke's sadistic tendencies against his audience a little different in the mouth of one of a sour taste left ""and so on."
8326,... a pretentious mess ...,0,train,ml,af,... 'n pretensieuse gemors ...,... a pretentious mess ...
8327,A movie like The Guys is why film criticism can be considered work .,1,train,fa,haw,A hōʻike e like Ka kā ka ke kumu ho film noʻonoʻo loi hiki ke noʻonoʻo pono hana.,A report as the reason the film critical thinking can do well.
8328,Turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing/reappearing acts,4,train,fi,no,Turturro er fabelaktig morsom og over toppen som en `svært sleipe 'butler som utmerker seg i kunsten umulige forsvinnings / reappearing handlinger,Turturro is fabulous fun and over the top as a `very sneaky 'butler who excels in the art of impossible ran gain / reappearing acts
8329,What makes Esther Kahn so demanding is that it progresses in such a low-key manner that it risks monotony .,1,train,tg,ht,Ki sa ki fè Estè Kahn se konsa mande se ke li ap pwogrese nan yon fason ki ba-kle ke li riske monotone.,What makes Esther Kahn is so demanding that it is progressing in a low-key that he risked monotony.
8330,A beguiling evocation of the quality that keeps Dickens evergreen : the exuberant openness with which he expresses our most basic emotions .,3,train,uk,yi,א בעגוילינג עוואָקאַטיאָן פון די מידה וואס האלט דיקקענס עווערגרין: די יגזובעראַנט אָופּאַננאַס מיט וואָס ער יקספּרעסאַז אונדזער מערסט יקערדיק ימאָושאַנז.,A begoyling evokatyon of the quality that keeps Dickens evergreen: the exuberant openness with which he expresses our most basic emotions.
8331,A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .,4,train,ku,ig,A na-emeri ntochi na ya wry kwuru banyere ogologo-biri enyi na ụzọ anyị niile ejighi track nke anyị onwe anyị site na-agbalị ime ihe ndị ọzọ.,A winning comedy with his wry spoke of long-lived friends and we all lose track of ourselves by trying to do other things.
8332,"Efficient , suitably anonymous chiller .",3,train,da,ro,"Eficient, răcitor anonim adecvat.",Efficient cooler suitable anonymous.
8333,A brutally dry satire of Middle American numbness .,1,train,ps,eo,Al brutale seka satiro de Mez-Amerika entumecimiento.,To brutally dry satire of Middle American numbness.
8334,"If you enjoy being rewarded by a script that assumes you are n't very bright , then Blood Work is for you .",0,train,gl,ko,"당신은 매우 밝은하지 않은 가정 스크립트에 의해 보상하고 즐길 경우, 혈액 일은 당신을위한 것입니다.","If you are covered under the assumption scripts are not very bright, and enjoy, blood work for you."
8335,"Unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",1,train,or,ha,"Abin baƙin ciki, akwai kusan kome a cikin wannan lebur kokarin da za su ba daɗi ko yi musu liyãfa, ko dai.","Unfortunately, there is almost nothing in this flat trying to amuse or entertain them, either."
8336,"A poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",2,train,sm,mk,"А лошо испланирана, preachy приказна што заборава на ваквиот развој на кохерентен, веројатна приказна во својата ревност да се шири пропаганда.","A poorly planned, preachy story forgets the unfolding of a coherent, believable story in its zeal to spread propaganda."
8337,"In between the icy stunts , the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '",3,train,yi,th,ในระหว่างที่ต้องเลิกน้ำแข็งนักแสดงรางน้ำบทสนทนาเฮฮาเกี่ยวกับการตามความฝันของคุณและ `เพียงแค่ให้ภูเขาบอกคุณว่าจะทำอย่างไร ',During Actor Stunts ice trough hilarious dialogue about following your dreams and you. `Just tell you what to do in the mountains.
8338,"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie .",4,train,fi,eu,"naturalean dibertigarria film A, Home Movie egiten crave Chris Smith 's hurrengo filma.","A naturally funny film, Home Movie crave while Chris Smith 's next movie."
8339,Sayles ... once again strands his superb performers in the same old story .,1,train,eu,sq,Sayles ... edhe një herë fillesat interpretues e tij të shkëlqyer në të njëjtën histori e vjetër.,Sayles ... once again his excellent performer strands of the same old story.
8340,"It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn . '",3,train,yi,lb,"Et ass wierklech schued dass méi gëtt net eng Chance kréien ze kleng, séiss `Evelyn Gemeinschaft. ""","It is really a pity that more is not a chance to get too small, sweet `Evelyn Community. """
8341,A movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,2,train,ml,da,"En film, der på sit bedste, ikke bare få mest muligt ud af sine karakterers fejl, men insisterer på grund af ufuldkommenhed.","A film that at its best, not just make the most of his characters' mistakes, but insists because of imperfection."
8342,Waiting for Godard can be fruitful : ` In Praise of Love ' is the director 's epitaph for himself .,3,train,id,eo,"Atendante Godard povas fruktu: 'En Laŭdo de Amo ""estas la direktoro' s epitafo por si.","Waiting for Godard can be fruitful, 'In Praise of Love ""is the director' s epitaph for himself."
8343,"The pairing does sound promising in theory ... but their lack of chemistry makes Eddie Murphy and Robert DeNiro in Showtime look like old , familiar vaudeville partners .",1,train,iw,zh-tw,配對確實聲音理論上可行...但他們缺乏化學反應使得艾迪·墨菲和羅伯特·德尼羅在欣欣的樣子老，熟悉的雜耍夥伴。,"Pairing does sound feasible in theory ... but they lack the chemical reaction makes the Eddie Murphy and Robert DeNiro in Showtime's like the old, familiar juggling partner."
8344,Rice never clearly defines his characters or gives us a reason to care about them .,1,train,ca,lb,Rice definéiert ni kloer seng Personnagen oder gëtt eis e Grond un hinnen ze egal.,Rice never clearly defined characters or gives us a reason to care about them.
8345,"In its own floundering way , it gets to you .",3,train,uz,kk,"өз барахтались жолмен, ол сізге алады.",He struggled his way to you.
8346,About the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time .,0,train,hi,tg,"ба консепсияи пурра дуогӯии ва тела он тавассути шунавандагон .Дар суфтакунандаи гӯшт бори дигар - Дар бораи ягона чизе, ки ба дод нуқтаҳои филм барои bravado аст.",Full stale concept and push it through the audience .In the meat grinder once again - about the only thing that made the movie points for bravado.
