,Sentence,Label,Dataset,Unnamed: 0.1
10773,information technology 's same a drive-by .,1,train,6777.0
10774,Frida is n't that much different from many a Hollywood romance .,1,train,
10775,... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...,3,train,
10776,"As the sulking , moody male hustler in the title role , ( Franco ) has all of Dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .",1,train,
10777,It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .,3,train,
10778,"A witty , low-key romantic comedy .",4,train,
10779,"It 's definitely an improvement on the first Blade , since it does n't take itself so deadly seriously .",3,train,
10780,Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,4,train,
10781,The only fun part of the movie is playing the obvious game .,1,train,
10782,... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .,2,train,
10783,"Conceptually brilliant ... Plays like a living-room War Of The Worlds , gaining most of its unsettling force from the suggested and the unknown .",3,train,
10784,"Hey, have fun!",3,train,
10785,A drama ?,2,train,
10786,The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .,3,train,
10787,"Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .",4,train,
10788,A living testament to the bizarre and strange power.,3,train,
10789,Waiting for Godard can be fruitful : ` In Praise of Love ' is the director 's epitaph for himself .,3,train,
10790,"Mike White 's deft compounding of serious bailiwick thing and dark , funny humor get to '' The Good Girl '' a film worth watching .",4,train,3652.0
10791,"She is a lioness , protect her lad , and he a reluctant villain , unequal to of controlling his work party .",3,train,1422.0
10792,"Denis accomplishes his chilling , unnerving a double portrait of two young women whose lives were claustrophic suffocating and chilly attics they were consigned",3,train,1629.0
10793,Blood Work is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period .,1,train,
10794,"There is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .",0,train,
10795,For trip the light fantastic toe completists only .,0,train,7355.0
10796,"An ambitious , severe film that manages to do nearly everything awry sitting through it is something akin to an act of cinematic repentance .",2,train,5197.0
10797,"Silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another .",1,train,
10798,"Using an endearing cast , writer/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .",3,train,
10799,Films are made of little moments .,2,train,
10800,"You can see where Big Bad Love is trying to go , but it never quite gets there .",2,train,
10801,New ways of describing badness need to be invented to describe exactly how bad it is .,0,train,
10802,Lan Yu looks exactly the same way a little to be called any kind of masterpiece.,1,train,
10803,"No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .",0,train,
10804,A tasty appetizer that leaves you wanting more .,3,train,
10805,Boasts enough funny dialogue and sharp characterizations to be mildly amusing .,3,train,
10806,"Yes , I have given this movie a rating of zero .",0,train,
10807,"Despite the shortcomings of the film, the story has been quietly moving.",3,train,
10808,"De Ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .",2,train,
10809,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '",0,train,
10810,"Whenever there is a risk of getting bogged down in serious drama, a visual sequence moving like a wave through rapids that run or jump to a peak of Pinnacle rouses us.",3,train,
10811,"You see the movie and you think , zzzzzzzzz .",0,train,
10812,Brosnan gives a portrayal solid and as perfect as his as Bond Another,4,train,2540.0
10813,"In the process of trimming the movie to an expeditious 84 minutes , director Roger Kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags .",1,train,
10814,"you always produced a really good one joylessly spending figures rushed to the next one as the Marvel people, emptily whooshing.",2,train,
10815,It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special .,4,train,
10816,"Instead of a balanced film that explains the zeitgeist that is the X Games , we get a cinematic postcard that 's superficial and unrealized .",0,train,
10817,"It 's really just another silly Hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows .",2,train,
10818,He leave his cast members to hold originative contributions to the story and negotiation .,3,train,369.0
10819,Arty gay film .,2,train,
10820,"Other than a mildly engaging central romance , Hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .",0,train,
10821,"The new film is more eye-catching new script, directed by Stephen Norrington drenched in his blood than it's predecessor, the return of David S. Goyer is much sillier.",2,train,
10822,"To work , love stories require the full emotional involvement and support of a viewer .",2,train,
10823,"Such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production .",1,train,
10824,The kind of primeval storytelling that george vi lucas can only stargaze of .,3,train,3027.0
10825,A moving and weighty depiction of one family 's attempts to heal after the death of a child .,3,train,
10826,Marinated in clichés and mawkish dialogue .,0,train,
10827,"Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '",3,train,
10828,"Although melodramatic and predictable , this romantic comedy explores the friendship between five Filipino-Americans and their frantic efforts to find love .",2,train,
10829,"Director Todd Solondz has about reaction to his two previous movies , and about responsibility to the characters he creates .",3,train,2609.0
10830,Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,2,train,
10831,"associate in nursing evening more predictable , cliche-ridden endeavour than its precursor .",1,train,7082.0
10832,"If you 're a Crocodile Hunter fan , you 'll enjoy at least the `` real '' portions of the film .",2,train,
10833,Everything that was right about Blade is wrong in its sequel .,1,train,
10834,It thankfully goes easy on the reel/real world dichotomy that ( Jaglom ) pursued with such enervating determination in Venice/Venice .,3,train,
10835,The movie is a dud .,0,train,
