,Sentence,Label,Dataset
13388,It s' anchored by superb performances by a veteran of the screen honored and a new sparkling arrived that instantly transforms into a pair mother / daughter credible.,4,train
13389,"But this time, the old MIB label stands for Milder is not better.",1,train
13390,"Moretti ... is the rare artists who were men of wisdom enough to realize that in this world few things more complicated - and, it turns out, are more vulnerable - than happiness.",3,train
13391,"For a film about action, Ultimate X is the gabbyest giant-screen movie ever, bogging down in a barrage of hype.",1,train
13392,Nor is it a romantic comedy.,2,train
13393,But it is defiantly against the grain and very happy.,3,train
13394,"discase it of all its redundant detritus , and you 'd have a 90-minute , four-star motion picture .",3,train
13395,It 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,1,train
13396,This is successful to amazing.,3,train
13397,"By the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .",2,train
13398,"After several scenes of this nonsense you be wistful for the testosterone-charged wizardry of Jerry Bruckheimer , Dead is like The on a Wal-Mart budget .",0,train
13399,"Boasting some of the most poorly staged and lit action in memory , Impostor is as close as you can get to an imitation movie .",1,train
13400,And this makes all the difference.,3,train
13401,Consistently clever and suspenseful .,4,train
13402,Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .,1,train
13403,"Like side . circus them there a are stories aplenty -- none , of memorable three-ring",1,train
13404,Remove Spider-Man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .,3,train
13405,"stupid person , childish , tautological , swampy , over-the-top , and amateurish .",0,train
13406,"Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .",4,train
13407,Romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .,1,train
13408,Strange.,1,train
13409,"Sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .",1,train
13410,"Whereas Oliver Stone 's thriller was long intricate , star-studded flashy with the Assassin draws considerable power .",3,train
13411,"The film version of the classic Alexandre Dumas is the new stuff of high romance, came away with a great wit.",3,train
13412,"Or in electronic splatterfests is advised to take the warning of the reality, and log in to something more user-friendly.",1,train
13413,"It's a good, focused work which reopens an interesting controversy and never succumbs to sensationalism.",4,train
13414,"It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .",1,train
13415,"It 's endlessly inventive , consistently intelligent and sickeningly savage .",4,train
13416,aplomb convenience and animal keep back this fresh .,4,train
13417,A cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall .,2,train
13418,"Performances of children, untrained in acting, have integrity and dignity that breaks your heart.",3,train
13419,The beauty of the piece is that it counts heart as important as humor .,3,train
13420,"Too predictably , in fact .",1,train
13421,bang up extraordinary movie making if you 're in a slap-happy modality .,4,train
13422,it cartel the narrative it sets out to secernate .,4,train
13423,"I 've found after the Vietnam War film fighting the actual results in fact by either the North or the South Vietnamese, but at least we are now, ""I've got something pretty damn close.",3,train
13424,"The results, if not memorable, are the least interesting.",2,train
13425,Devoid of any of the qualities that made the first film so special .,0,train
13426,"Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !",4,train
13427,"`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",4,train
13428,Lacks depth .,1,train
13429,"Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .",2,train
13430,wow .,3,train
13431,Tries to work in the same vein as the brilliance of Animal House but instead comes closer to the failure of the third Revenge of the Nerds sequel .,0,train
13432,nor truly edgy -- merely flamboyant and comedically .,0,train
13433,I of to budget prefer . Pootie '' a Tang with as think it '',2,train
13434,". it 's of in-between , and sort works It",3,train
13435,Scott Baio is turning in some delightful work on indie projects .,3,train
13436,... The movie feels stitched together from stock situations and characters from other movies .,1,train
13437,"The ingenious construction ( adapted by David Hare from Michael Cunningham 's novel ) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism",3,train
13438,I love the robust middle of this picture .,4,train
13439,"Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not",3,train
13440,Renegade an unpleasantly shallow and immature character with whom to spend the claustrophobic 110 minutes.,1,train
13441,"eastern samoa a movie , it neer seems novel and lively .",2,train
13442,Just plain silly.,2,train
13443,"Watching this film , what we feel is n't mainly suspense or excitement .",1,train
13444,Storytelling feels slight .,1,train
13445,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",3,train
13446,"You 're not merely watching history , you 're engulfed by it .",4,train
13447,"Boy puppet Pinocchio Benigni as gifts for himself, full receding hairline, countenance weathered American Breckin Meyer 'ridiculously inappropriate valley .The boy voice.",2,train
