sentence_index,sentence,phrase,phrase_id,sentiment_value,sentiment_class,sentiment_cls_value
9399,"Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .","Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",189123,0.27778,Negative,1
9400,"The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .","The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .",226233,0.16667,Very_Negative,0
9401,The movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,The movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,188451,0.375,Negative,1
9402,This is not a Jackie Chan movie .,This is not a Jackie Chan movie .,189014,0.38889,Negative,1
9403,It 's just a movie that happens to have Jackie Chan in it .,It 's just a movie that happens to have Jackie Chan in it .,224191,0.33333,Negative,1
9404,And that makes all the difference .,And that makes all the difference .,222376,0.65278,Positive,3
9405,"Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .","Far too clever by half , Howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .",183873,0.19444,Very_Negative,0
9406,The problem with movies about angels is they have a tendency to slip into hokum .,The problem with movies about angels is they have a tendency to slip into hokum .,226449,0.36111,Negative,1
9407,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .,A Rumor of Angels does n't just slip -- it avalanches into forced fuzziness .,221931,0.19444,Very_Negative,0
9408,"No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .","No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",186373,0.097222,Very_Negative,0
9409,I do n't think this movie loves women at all .,I do n't think this movie loves women at all .,184652,0.23611,Negative,1
9410,Shankman ... and screenwriter Karen Janszen bungle their way through the narrative as if it were a series of Bible parables and not an actual story .,Shankman ... and screenwriter Karen Janszen bungle their way through the narrative as if it were a series of Bible parables and not an actual story .,187243,0.16667,Very_Negative,0
9411,A negligible British comedy .,A negligible British comedy .,181876,0.375,Negative,1
9412,Fails to convince the audience that these brats will ever be anything more than losers .,Fails to convince the audience that these brats will ever be anything more than losers .,183840,0.31944,Negative,1
9413,"Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .","Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .",187333,0.125,Very_Negative,0
9414,Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,187329,0.027778,Very_Negative,0
9415,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?,189573,0.48611,Neutral,2
9416,Trailer trash cinema so uncool the only thing missing is the `` Gadzooks ! '',Trailer trash cinema so uncool the only thing missing is the `` Gadzooks ! '',226799,0.20833,Negative,1
9418,"Like the world of his film , Hartley created a monster but did n't know how to handle it .","Like the world of his film , Hartley created a monster but did n't know how to handle it .",185800,0.27778,Negative,1
9419,"No new plot conceptions or environmental changes , just different bodies for sharp objects to rip through .","No new plot conceptions or environmental changes , just different bodies for sharp objects to rip through .",186392,0.27778,Negative,1
9420,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,186290,0.31944,Negative,1
9421,"In the end , there is n't much to it .","In the end , there is n't much to it .",184912,0.16667,Very_Negative,0
9422,A waste of fearless purity in the acting craft .,A waste of fearless purity in the acting craft .,182084,0.22222,Negative,1
9423,The film is ultimately about as inspiring as a Hallmark card .,The film is ultimately about as inspiring as a Hallmark card .,188201,0.375,Negative,1
9424,"Anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .","Anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .",182517,0.26389,Negative,1
9425,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,183498,0.20833,Negative,1
9426,You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,189932,0.18056,Very_Negative,0
9427,"Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting .","Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting .",183471,0.44444,Neutral,2
9428,Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .,Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .,189902,0.34722,Negative,1
9429,"for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience","for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience",199381,0.097222,Very_Negative,0
9430,Femme Fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .,Femme Fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .,223354,0.31944,Negative,1
9431,"Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue ?","Are we dealing with dreams , visions or being told what actually happened as if it were the third ending of Clue ?",182553,0.36111,Negative,1
